date,company,ticker,action_type,ratio,action_details
2025-03-13,Genesis A.I. Corp,AIG,Consolidation,1 for 10,Genesis A.I. Corp. (AIG) performed a 1 for 10 consolidation. Holders will now hold 1 share of Genesis A.I. Corp. (AIG) for every 10 shares previously held.
2025-03-13,Quisitive Technology Solutions Inc,QUIS,Merger,,Quisitive Technology Solutions Inc (QUIS) performed merger. Holders will receive 0.57 CAD per share.
2025-03-13,Aspen Technology Inc,AZPN,Merger,,Aspen Technology Inc (AZPN) performed merger. Holders will receive 265.00 USD per share.
2025-03-13,Icc Holdings Inc,ICCH,Merger,,Icc Holdings Inc. (ICCH) performed merger. Holders will receive 23.50 USD per shares.
2025-03-12,Fridays Dog Holdings Inc New,FRDY.H,Name Change,1 for 1,Fridays Dog Holdings Inc New (FRDY.H) performed a 1 for 1 name change to Patriot Resources Corp. (MAGA.H).
2025-03-12,Canadian Nexus Team Ventures Corp,TEAM,Name Change,1 for 1,Canadian Nexus Team Ventures Corp (TEAM) performed a 1 for 1 name change to Data Watts Partners Inc. (DWTZ).
2025-03-12,Valleyview Resources Limited,VVR,Name Change,1 for 1,Valleyview Resources Limited (VVR) performed a 1 for 1 name change to Homeland Uranium Corp. (HLU).
2025-03-12,Aluula Composites Inc,AUUA,Consolidation,1 for 20,Aluula Composites Inc. (AUUA) performed a 1 for 20 consolidation. Holders will now hold 1 share of Aluula Composites Inc. (AUUA) for every 20 shares previously held.
2025-03-12,Oronova Energy Inc,ONV.H,Consolidation,1 for 10,Oronova Energy Inc (ONV.H) performed a 1 for 10 consolidation. Holders will now hold 1 share of Oronova Energy Inc (ONV.H) for every 10 shares previously held.
2025-03-12,Eastside Distilling Inc,BLNE,Consolidation,1 for 10,Eastside Distilling Inc. (BLNE) performed a 1 for 10 consolidation. Holders will now hold 1 share of Eastside Distilling Inc. (BLNE) for every 10 shares previously held.
2025-03-12,Nextgen Digital Platforms Inc,NXT,Stock Split,2 for 1,Nextgen Digital Platforms Inc. (NXT) performed a 2 for 1 stock split. Holders will now hold 2 shares of Nextgen Digital Platforms Inc. (NXT) per old share previously held.
2025-03-11,Lucero Energy Corp,LOU,Merger,,Lucero Energy Corp (LOU) performed merger. Holders will receive 0.01239 shares of Vitesse Energy Inc (VTS) per share.
2025-03-11,Turmalina Metals Corp,TBX,Name Change,1 for 1,Turmalina Metals Corp (TBX) performed a 1 for 1 name change to King Copper Discovery Corp. (KCP).
2025-03-11,Maclaren Minerals Limited,MRN,Name Change,1 for 1,Maclaren Minerals Limited (MRN) performed a 1 for 1 name change to Sankamap Metals Inc. (SCU).
2025-03-10,Mobile-Health Network Solutions,MNDR,Consolidation,1 for 8,Mobile-Health Network Solutions (MNDR) performed a 1 for 8 consolidation. Holders will now hold 1 share of Mobile-Health Network Solutions (MNDR) for every 8 shares previously held.
2025-03-10,Moxian,BVI,Consolidation,1 for 15,Moxian (BVI) Inc (ABTS) performed a 1 for 15 consolidation. Holders will now hold 1 share of Moxian (BVI) Inc (ABTS) for every 15 shares previously held.
2025-03-10,Indigo Exploration,IXI,Consolidation,1 for 2,Indigo Exploration (IXI) performed a 1 for 2 consolidation. Holders will now hold 1 share of Indigo Exploration (IXI) for every 2 shares previously held.
2025-03-10,Ohmyhome Limited,OMH,Consolidation,1 for 10,Ohmyhome Limited (OMH) performed a 1 for 10 consolidation. Holders will now hold 1 share of Ohmyhome Limited (OMH) for every 10 shares previously held.
2025-03-10,PMGC Holdings Inc,ELAB,Consolidation,1 for 7,PMGC Holdings Inc. (ELAB) performed a 1 for 7 consolidation. Holders will now hold 1 share of PMGC Holdings Inc.(ELAB) for every 7 shares previously held.
2025-03-10,Auka Capital Corp,AUK.P,Name Change,1 for 1,Auka Capital Corp (AUK.P) performed a 1 for 1 name change to Dr. Phone Fix Canada Corporation (DPF).
2025-03-10,Best Inc,BEST,Merger,,Best Inc. (BEST) performed merger. Holders will receive 2.78 USD per share.
2025-03-10,M-tron Industries Inc,MPTI,Rights Distribution,1 for 1,"M-tron Industries Inc (MPTI) performed a 1 for 1 rights distribution for record date March 10, 2025."
2025-03-07,Tivic Health Systems Inc,TIVC,Consolidation,1 for 17,Tivic Health Systems Inc. (TIVC) performed a 1 for 17 consolidation. Holders will now hold 1 share of Tivic Health Systems Inc. (TIVC) for every 17 shares previously held.
2025-03-07,ReTo Eco-Solutions Inc,RETO,Consolidation,1 for 10,ReTo Eco-Solutions Inc. (RETO) performed a 1 for 10 consolidation. Holders will now hold 1 share of ReTo Eco-Solutions Inc. (RETO) for every 10 shares previously held.
2025-03-07,Recharge Resources Limited,RR,Name Change,1 for 1,"Recharge Resources Limited (RR) is undergoing a 1 for 1 name change on March 7, 2025. performed a 1 for 1 name change to Vanguard Mining Corp. (UUU)."
2025-03-06,Stamper Oil & Gas Corp,STMP,Consolidation,1 for 10,Stamper Oil & Gas Corp (STMP) performed a 1 for 10 consolidation. Holders will now hold 1 share of Stamper Oil & Gas Corp (STMP) for every 10 shares previously held.
2025-03-06,DGHI - Digihost Technology Inc,DGHI,Name Change,1 for 1,DGHI - Digihost Technology Inc (Sub voting) (DGHI) performed a 1 for 1 name change to Digi Power X Inc. (DGX).
2025-03-06,Arcadium Lithium PLC,ALTM,Merger,,Arcadium Lithium PLC (ALTM) performed merger. Holders will receive 5.85 USD per share.
2025-03-06,Amplify Thematic All-Stars ETF,MVPS,Liquidation,,Amplify Thematic All-Stars ETF (MVPS) performed a liquidation. Details of the event are still to be determined.
2025-03-05,Payfare Inc,PAY,Merger,,Payfare Inc (PAY) performed merger. Holders will receive 4 CAD per share.
2025-03-04,Venus Concept Inc,VERO,Consolidation,1 for 10,Venus Concept Inc. (VERO) performed a 1 for 10 consolidation. Holders will now hold 1 share of Venus Concept Inc. (VERO) for every 11 shares previously held.
2025-03-04,Global X Pipelines & Energy Services Index ETF,PPLN,Name Change,1 for 1,Global X Pipelines & Energy Services Index ETF (PPLN) performed a 1 for 1 name change to Global X Equal Weight Canadian Pipelines Index ETF (PPLN).
2025-03-04,Global X Semiconductor Index ETF,CHPS,Name Change,1 for 1,Global X Semiconductor Index ETF (CHPS) performed a 1 for 1 name change to Global X Artificial Intelligence Semiconductor Index ETF (CHPS).
2025-03-03,Valdor Technology International Inc,VTI,Stock Split,2 for 1,Valdor Technology International Inc (VTI) performed a 2 for 1 stock split. Holders will now hold 2 shares of Valdor Technology International Inc (VTI) per old share previously held.
2025-03-03,Starbox Group Holdings Limited,STBX,Consolidation,1 for 10,Starbox Group Holdings Limited (STBX) performed a 1 for 10 consolidation. Holders will now hold 1 share of Starbox Group Holdings Limited (STBX) for every 10 shares previously held.
2025-03-03,Silicon Metals Corp,SI,Consolidation,1 for 2,Silicon Metals Corp (SI) performed a 1 for 2 consolidation. Holders will now hold 1 share of Silicon Metals Corp (SI) for every 2 shares previously held.
2025-03-03,Matterport Inc,MTTR,Merger,,"Matterport Inc (Class A) (MTTR) performed merger. Holders will receive 2.75 USD plus 0.03552 shares of Costar Group, Inc. (CSGP) per share."
2025-03-03,Lichen China Limited,LICN,Consolidation,1 for 200,Lichen China Limited (LICN) performed a 1 for 200 consolidation. Holders will now hold 1 share of Lichen China Limited (LICN) for every 200 shares previously held.
2025-03-03,Interra Copper Corp,IMCX,Name Change,1 for 1,Interra Copper Corp (IMCX) performed a 1 for 1 name change to Copper Quest Exploration Inc. (CQX).
2025-03-03,Global Battery Metals Ltd,GBML,Consolidation,1 for 10,Global Battery Metals Ltd. (GBML) performed a 1 for 10 consolidation. Holders will now hold 1 share of Global Battery Metals Ltd. (GBML) for every 10 shares previously held.
2025-03-03,Edible Garden AG Inc,EDBL,Consolidation,1 for 25,Edible Garden AG Inc. (EDBL) performed a 1 for 25 consolidation. Holders will now hold 1 share of Edible Garden AG Inc. (EDBL) for every 25 shares previously held.
2025-03-03,China Liberal Education Holdings Limited,CLEU,Consolidation,1 for 80,China Liberal Education Holdings Limited (CLEU) performed a 1 for 80 consolidation. Holders will now hold 1 share of China Liberal Education Holdings Limited (CLEU) for every 80 shares previously held.
2025-03-03,Infinera Corp,INFN,Merger,,Infinera Corp. (INFN) performed merger. Holders will receive 6.65 USD per share.
2025-03-03,Emcore Corp,EMKR,Merger,,Emcore Corp. (EMKR) performed merger. Holders will receive 3.10 USD per share.
2025-03-03,Fresh Tracks Therapeutics Inc,FRTX,Liquidation,,Fresh Tracks Therapeutics Inc. (FRTX) performed liquidation. Holders will receive 0.96 USD plus 1 escrow share per share previously held.
2025-03-03,Tidal ETF II - The Meet Kevin Pricing Power ETF,PP,Liquidation,,Tidal ETF II - The Meet Kevin Pricing Power ETF (PP) performed liquidation. Holders will receive 25.8968635 USD per unit held.
2025-03-03,Premier Financial Corp,PFC,Merger,,Premier Financial Corp (PFC) performed merger. Holders will receive 0.8 shares of Wesbanco Inc. (WSBC) per share.
2025-02-28,Stallion Uranium Corp,STUD,Consolidation,1 for 5,Stallion Uranium Corp (STUD) performed a 1 for 5 consolidation. Holders will now hold 1 share of Stallion Uranium Corp (STUD) for every 5 shares previously held.
2025-02-28,Chakana Copper Corp,PERU,Consolidation,1 for 10,Chakana Copper Corp (PERU) performed a 1 for 10 consolidation. Holders will now hold 1 share of Chakana Copper Corp (PERU) for every 10 shares previously held.
2025-02-28,Orix Corporation,IX,Stock Split,5 for 1,Orix Corporation (IX) performed a 5 for 1 stock split. Holders will now hold 5 shares of Orix Corporation (IX) per old share previously held.
2025-02-28,Carebook Technologies Inc,CRBK,Merger,,Carebook Technologies Inc. (CRBK) performed merger. Holders will receive 0.10 CAD per share.
2025-02-28,HashiCorp Inc,HCP,Merger,,HashiCorp Inc (HCP) performed merger. Holders will receive 35.00 USD per share.
2025-02-27,Global Defence Metals Corp,MONI,Name Change,1 for 1,Global Defence Metals Corp. (MONI) performed a 1 for 1 name change to Global Tactical Metals Corp. (MONI).
2025-02-27,Bon Natural Life Ltd,BON,Reorganization,,Bon Natural Life Ltd (BON) performed a reorganization. Holders will receive 1 new share Bon Natural Life Ltd (BON) per share previously held.
2025-02-26,Karyopharm Therapeutics Inc,KPTI,Consolidation,1 for 15,Karyopharm Therapeutics Inc. (KPTI) performed a 1 for 15 consolidation. Holders will now hold 1 share of Karyopharm Therapeutics Inc. (KPTI) for every 15 shares previously held.
2025-02-26,Jolt Health Inc,JOLT,Consolidation,1 for 20,Jolt Health Inc. (JOLT) performed a 1 for 20 consolidation. Holders will now hold 1 share of Jolt Health Inc. (JOLT) for every 20 shares previously held.
2025-02-26,Aptose Biosciences Inc,APS,Consolidation,1 for 20,Aptose Biosciences Inc. (APS) performed a 1 for 20 consolidation. Holders will now hold 1 share of Aptose Biosciences Inc. (APS) for every 30 shares previously held.
2025-02-26,Aeon Biopharma Inc,AEON,Consolidation,1 for 72,Aeon Biopharma Inc. (AEON) performed a 1 for 72 consolidation. Holders will now hold 1 share of Aeon Biopharma Inc. (AEON) for every 72 shares previously held.
2025-02-26,Carebook Technologies Inc,CRBK,Merger,,Carebook Technologies Inc. (CRBK) performed merger. Holders will receive 0.10 CAD per share.
2025-02-25,China Sxt Pharmaceuticals Inc,SXTC,Consolidation,1 for 8,China Sxt Pharmaceuticals Inc. (SXTC) performed a 1 for 8 consolidation. Holders will now hold 1 share of China Sxt Pharmaceuticals Inc. (SXTC) for every 8 shares previously held.
2025-02-25,Cuspis Capital Ii Limited,CCII.P,Consolidation,1 for 4.3103,Cuspis Capital Ii Limited (CCII.P) performed a 1 for 4.3103 consolidation and name change. Holders will now hold 1 share of IC Group Holdings Inc. (ICGH) for every 4.3103 shares previously held.
2025-02-25,Comstock Mining Inc,LODE,Consolidation,1 for 10,Comstock Mining Inc (LODE) performed a 1 for 10 consolidation. Holders will now hold 1 share of Comstock Mining Inc (LODE) for every 10 shares previously held.
2025-02-24,60 Degrees Pharmaceuticals Inc,SXTP,Consolidation,1 for 5,60 Degrees Pharmaceuticals Inc. (SXTP) performed a 1 for 5 consolidation. Holders will now hold 1 share of 60 Degrees Pharmaceuticals Inc. (SXTP) for every 5 shares previously held.
2025-02-24,Volato Group Inc,SOAR,Consolidation,1 for 25,Volato Group Inc. (SOAR) performed a 1 for 25 consolidation. Holders will now hold 1 share of Volato Group Inc. (SOAR) for every 25 shares previously held.
2025-02-24,Sterling Metals Corp,SAG,Consolidation,1 for 10,Sterling Metals Corp. (SAG) performed a 1 for 10 consolidation. Holders will now hold 1 share of Sterling Metals Corp. (SAG) for every 10 shares previously held.
2025-02-24,HWH International Inc,HWH,Consolidation,1 for 5,HWH International Inc. (HWH) performed a 1 for 5 consolidation. Holders will now hold 1 share of HWH International Inc. (HWH) for every 5 shares previously held.
2025-02-24,GRI Bio Inc,GRI,Consolidation,1 for 17,GRI Bio Inc (GRI) performed a 1 for 17 consolidation. Holders will now hold 1 share of GRI Bio Inc (GRI) for every 17 shares previously held.
2025-02-24,American Copper Development Corporation,ACDX,Consolidation,1 for 5,American Copper Development Corporation (ACDX) performed a 1 for 5 consolidation. Holders will now hold 1 share of American Copper Development Corporation (ACDX) for every 5 shares previously held.
2025-02-24,Western Digital Corp,WDC,Spinoff,,"Western Digital Corp. (WDC) performed a spinoff. Holders will receive 1 shares of Sandisk Corporation (SNDKV) per 3 Western Digital Corp. shares held as of February 24, 2025."
2025-02-24,Singular Genomics Systems Inc,OMIC,Merger,,Singular Genomics Systems Inc. (OMIC) performed merger. Holders will receive 20 USD per share.
2025-02-21,Windtree Therapeutics Inc,WINT,Consolidation,1 for 50,Windtree Therapeutics Inc. (WINT) performed a 1 for 50 consolidation. Holders will now hold 1 share of Windtree Therapeutics Inc. (WINT) for every 50 shares previously held.
2025-02-21,Saverone 2014 Limited,SVRE,Consolidation,1 for 13.33,Saverone 2014 Limited (SVRE) performed a 1 for 13.33 consolidation. Holders will now hold 1 share of Saverone 2014 Limited (SVRE) for every 13.33 shares previously held.
2025-02-21,Amplify ETF Trust - Alternative Harvest ETF,MJ,Consolidation,1 for 12,Amplify ETF Trust - Alternative Harvest ETF (MJ) performed a 1 for 12 consolidation. Holders will now hold 1 share of Amplify ETF Trust - Alternative Harvest ETF (MJ) for every 12 shares previously held.
2025-02-21,Hopefield Ventures Two Inc,HVII.P,Consolidation,1 for 2.98125,Hopefield Ventures Two Inc. (HVII.P) performed a 1 for 2.98125 consolidation and name change. Holders will now hold 1 share of Carrier Connect Data Solutions Inc. (CCDS) for every 2.98125 shares previously held.
2025-02-21,Delivra Health Brands Inc,DHB,Consolidation,1 for 10,Delivra Health Brands Inc (DHB) performed a 1 for 10 consolidation. Holders will now hold 1 share of Delivra Health Brands Inc (DHB) for every 10 shares previously held.
2025-02-21,Consumer Pharmaceuticals Inc,CNSP,Consolidation,1 for 50,Consumer Pharmaceuticals Inc. (CNSP) performed a 1 for 50 consolidation. Holders will now hold 1 share of Consumer Pharmaceuticals Inc. (CNSP) for every 50 shares previously held.
2025-02-21,Amplify Seymour Cannabis ETF,CNBS,Consolidation,1 for 12,Amplify Seymour Cannabis ETF (CNBS) performed a 1 for 12 consolidation. Holders will now hold 1 share of Amplify Seymour Cannabis ETF (CNBS) for every 12 shares previously held.
2025-02-21,Power Nickel Inc,PNPN,Name Change,1 for 1,Power Nickel Inc. (PNPN) performed a 1 for 1 name change to Power Metallic Mines (PNPN).
2025-02-21,NEOS ETF Trust - Nasdaq 100 Hedged Equity Income ETF,NUSI,Consolidation,1 for 2,NEOS ETF Trust - Nasdaq 100 Hedged Equity Income ETF (NUSI) performed a 1 for 2 consolidation and name change. Holders will now hold 1 share of NEOS ETF Trust - Nasdaq 100 Hedged Equity Income ETF (QQQH) for every 2 shares previously held.
2025-02-21,Global X Funds - Nasdaq 100 ESG Covered Call ETF,QYLE,Liquidation,,Global X Funds - Nasdaq 100 ESG Covered Call ETF (QYLE) performed a liquidation. Holders will receive 26.9407 USD per unit held.
2025-02-21,Global X Funds - S&P 500 ESG Covered Call ETF,XYLE,Liquidation,,Global X Funds - S&P 500 ESG Covered Call ETF (XYLE) performed a liquidation. Holders will receive 25.6259 USD per unit held.
2025-02-21,Global X Funds - Financials Covered Call & Growth ETF,FYLG,Liquidation,,Global X Funds - Financials Covered Call & Growth ETF (FYLG) performed a liquidation. Holders will receive 29.6364 USD per unit held.
